LLAVE,MUNICIPIO,CLAVECCT,NOMBRE,TURNO,PERIODO,TIPO,NIVEL,SUBNIVEL,NIV,SEREDU,SOSADMI,SEXO,TOTAL_DIS,CEGUERA,BAJA VISIÓN,SORDERA,HIPOACUSIA,SORDOCEGUERA,DISCAPACIDAD MOTRIZ,DISCAPACIDAD INTELECTUAL,DISCAPACIDAD PSICOSOCIAL,TRANSTORNO DEL ESPECTRO AUTISTA,DISCAPACIDAD MÚLTIPLE,TRANSTORNO POR DÉFICIT DE ATENCIÓN E HIPERACTIVIDAD,APTITUDES SOBRESALIENTES,OTRAS CONDICIONES,USAER CORRESPONDE
13PJN0146J1,PACHUCA DE SOTO,13PJN0146J,COLEGIO SANDERSON,1,I2023,EDUCACION BASICA,PREESCOLAR,PREESCOLAR GENERAL,2,General Particular,Particular,TOTAL,2,0,0,0,0,0,0,0,0,0,0,0,0,2,
13PJN0152U1,TEPEJI DEL RIO DE OCAMPO,13PJN0152U,YOMEXIKAH,1,I2023,EDUCACION BASICA,PREESCOLAR,PREESCOLAR GENERAL,2,General Particular,Particular,TOTAL,1,0,0,0,0,0,0,0,0,1,0,0,0,0,
13PJN0153T1,TULA DE ALLENDE,13PJN0153T,MARIA MONTESSORI,1,I2023,EDUCACION BASICA,PREESCOLAR,PREESCOLAR GENERAL,2,General Particular,Particular,TOTAL,5,0,0,0,0,0,0,0,0,3,0,0,0,2,
13PJN0156Q1,TEPEJI DEL RIO DE OCAMPO,13PJN0156Q,"COLEGIO SOR JUANA INES DE LA CRUZ DE TEPEJI DEL RIO, A. C.",1,I2023,EDUCACION BASICA,PREESCOLAR,PREESCOLAR GENERAL,2,General Particular,Particular,TOTAL,3,0,0,0,0,0,0,0,0,0,0,1,0,2,
13PJN0161B1,PACHUCA DE SOTO,13PJN0161B,INSTITUTO EDUCATIVO EDISON,1,I2023,EDUCACION BASICA,PREESCOLAR,PREESCOLAR GENERAL,2,General Particular,Particular,TOTAL,1,0,1,0,0,0,0,0,0,0,0,0,0,0,
13PJN0167W1,FRANCISCO I. MADERO,13PJN0167W,KIDS' KINGDOM,1,I2023,EDUCACION BASICA,PREESCOLAR,PREESCOLAR GENERAL,2,General Particular,Particular,TOTAL,5,0,0,0,0,0,0,0,0,1,0,0,0,4,
13PJN0168V1,TEZONTEPEC DE ALDAMA,13PJN0168V,VALTOR,1,I2023,EDUCACION BASICA,PREESCOLAR,PREESCOLAR GENERAL,2,General Particular,Particular,TOTAL,1,0,1,0,0,0,0,0,0,0,0,0,0,0,
13PJN0173G1,TIZAYUCA,13PJN0173G,CENTRO EDUCATIVO INFANTIL SALVADOR NOVO,1,I2023,EDUCACION BASICA,PREESCOLAR,PREESCOLAR GENERAL,2,General Particular,Particular,TOTAL,1,0,0,0,0,0,0,0,0,0,0,0,0,1,
13PJN0187J1,TLAHUELILPAN,13PJN0187J,BENITO JUAREZ,1,I2023,EDUCACION BASICA,PREESCOLAR,PREESCOLAR GENERAL,2,General Particular,Particular,TOTAL,1,0,0,0,0,0,0,0,0,1,0,0,0,0,
13PJN0215P1,PROGRESO DE OBREGON,13PJN0215P,MIGUEL HIDALGO,1,I2023,EDUCACION BASICA,PREESCOLAR,PREESCOLAR GENERAL,2,General Particular,Particular,TOTAL,1,0,0,0,0,0,0,0,0,1,0,0,0,0,
13PJN0221Z1,MINERAL DE LA REFORMA,13PJN0221Z,COLEGIO MAKARENKO,1,I2023,EDUCACION BASICA,PREESCOLAR,PREESCOLAR GENERAL,2,General Particular,Particular,TOTAL,1,0,0,0,0,0,0,0,0,1,0,0,0,0,
13PJN0239Z1,APAN,13PJN0239Z,CARRUSEL,1,I2023,EDUCACION BASICA,PREESCOLAR,PREESCOLAR GENERAL,2,General Particular,Particular,TOTAL,1,0,0,0,0,0,0,0,0,0,0,1,0,0,
13PJN0240O1,TEPEAPULCO,13PJN0240O,VICTOR MANUEL VILLASEĂ‘OR,1,I2023,EDUCACION BASICA,PREESCOLAR,PREESCOLAR GENERAL,2,General Particular,Particular,TOTAL,2,0,1,0,0,0,0,0,0,0,0,0,1,0,
13PJN0244K1,APAN,13PJN0244K,SUMMERHILL,1,I2023,EDUCACION BASICA,PREESCOLAR,PREESCOLAR GENERAL,2,General Particular,Particular,TOTAL,2,0,0,0,0,0,0,0,0,2,0,0,0,0,
13PJN0267V1,APAN,13PJN0267V,LA ABEJITA DE LOS LLANOS DE APAN,1,I2023,EDUCACION BASICA,PREESCOLAR,PREESCOLAR GENERAL,2,General Particular,Particular,TOTAL,2,0,0,0,0,0,0,0,0,1,0,0,0,1,
13PJN0275D1,PACHUCA DE SOTO,13PJN0275D,LITTLE ANGELS SCHOOL,1,I2023,EDUCACION BASICA,PREESCOLAR,PREESCOLAR GENERAL,2,General Particular,Particular,TOTAL,4,0,1,0,0,0,0,0,0,2,0,0,0,1,
13PJN0277B1,PACHUCA DE SOTO,13PJN0277B,COLEGIO REAL MOTOLINIA,1,I2023,EDUCACION BASICA,PREESCOLAR,PREESCOLAR GENERAL,2,General Particular (INICIAL),Particular,TOTAL,4,0,0,0,0,0,0,0,0,4,0,0,0,0,
13PJN0286J1,MINERAL DE LA REFORMA,13PJN0286J,"LICEO REAL DEL SUR, S.C.",1,I2023,EDUCACION BASICA,PREESCOLAR,PREESCOLAR GENERAL,2,General Particular,Particular,TOTAL,3,0,0,0,0,0,1,1,0,1,0,0,0,0,
13PJN0287I1,PACHUCA DE SOTO,13PJN0287I,COLEGIO INFANTIL PINGOS MELANIE KLEIN,1,I2023,EDUCACION BASICA,PREESCOLAR,PREESCOLAR GENERAL,2,General Particular,Particular,TOTAL,1,0,0,0,0,0,0,0,0,0,0,1,0,0,
13PJN0304I1,MINERAL DE LA REFORMA,13PJN0304I,CASTILLITO DE TANLIN,1,I2023,EDUCACION BASICA,PREESCOLAR,PREESCOLAR GENERAL,2,General Particular,Particular,TOTAL,1,0,0,0,0,0,0,0,0,1,0,0,0,0,
13PJN0306G1,PACHUCA DE SOTO,13PJN0306G,INSTITUTO KAANS,1,I2023,EDUCACION BASICA,PREESCOLAR,PREESCOLAR GENERAL,2,General Particular,Particular,TOTAL,1,0,0,0,0,0,0,0,0,1,0,0,0,0,
13PJN0313Q1,MINERAL DE LA REFORMA,13PJN0313Q,INSTITUTO ALEXANDER VON HUMBOLDT,1,I2023,EDUCACION BASICA,PREESCOLAR,PREESCOLAR GENERAL,2,General Particular,Particular,TOTAL,2,0,0,0,0,0,2,0,0,0,0,0,0,0,
13PJN0319K1,MINERAL DE LA REFORMA,13PJN0319K,COLEGIO FRANCES,1,I2023,EDUCACION BASICA,PREESCOLAR,PREESCOLAR GENERAL,2,General Particular,Particular,TOTAL,1,0,0,0,0,0,0,0,0,1,0,0,0,0,
13PJN0322Y1,TULANCINGO DE BRAVO,13PJN0322Y,ANNE FRANK,1,I2023,EDUCACION BASICA,PREESCOLAR,PREESCOLAR GENERAL,2,General Particular,Particular,TOTAL,2,0,0,0,0,0,0,0,0,0,0,1,0,1,
13PJN0327T1,MINERAL DE LA REFORMA,13PJN0327T,"COLEGIO ALEJANDRO MAGNO, A.C.",1,I2023,EDUCACION BASICA,PREESCOLAR,PREESCOLAR GENERAL,2,General Particular (INICIAL),Particular,TOTAL,2,0,0,0,0,0,0,0,0,1,0,0,0,1,
13PJN0343K1,PACHUCA DE SOTO,13PJN0343K,COLEGIO GUILLERMO HARO,1,I2023,EDUCACION BASICA,PREESCOLAR,PREESCOLAR GENERAL,2,General Particular,Particular,TOTAL,1,0,0,0,0,0,0,0,0,0,0,0,0,1,
13PJN0347G1,TULANCINGO DE BRAVO,13PJN0347G,INSTITUTO VON GLUMER,1,I2023,EDUCACION BASICA,PREESCOLAR,PREESCOLAR GENERAL,2,General Particular,Particular,TOTAL,1,0,0,0,0,0,0,0,0,0,0,1,0,0,
13PJN0349E1,TIZAYUCA,13PJN0349E,CENTRO EDUCATIVO JEAN PIAGET,1,I2023,EDUCACION BASICA,PREESCOLAR,PREESCOLAR GENERAL,2,General Particular,Particular,TOTAL,3,0,0,0,0,0,0,0,0,0,0,1,0,2,
13PJN0354Q1,MINERAL DE LA REFORMA,13PJN0354Q,JARDIN DE NIĂ‘OS FENIX,1,I2023,EDUCACION BASICA,PREESCOLAR,PREESCOLAR GENERAL,2,General Particular,Particular,TOTAL,1,0,0,0,0,0,0,0,0,1,0,0,0,0,
13PJN0364X1,IXMIQUILPAN,13PJN0364X,COLEGIO JUAN PABLO II,1,I2023,EDUCACION BASICA,PREESCOLAR,PREESCOLAR GENERAL,2,General Particular,Particular,TOTAL,1,0,0,0,0,0,0,0,0,0,0,0,0,1,
13PJN0369S1,PACHUCA DE SOTO,13PJN0369S,"ANGLO AMERICANO DE HIDALGO, A.C.",1,I2023,EDUCACION BASICA,PREESCOLAR,PREESCOLAR GENERAL,2,General Particular,Particular,TOTAL,2,0,0,0,0,0,0,0,1,1,0,0,0,0,
13PJN0372F1,TETEPANGO,13PJN0372F,BICENTENARIO,1,I2023,EDUCACION BASICA,PREESCOLAR,PREESCOLAR GENERAL,2,General Particular,Particular,TOTAL,2,0,0,0,0,0,0,0,0,1,0,0,0,1,
13PJN0376B1,ZIMAPAN,13PJN0376B,ANA CRISTINA BORBOLLA,1,I2023,EDUCACION BASICA,PREESCOLAR,PREESCOLAR GENERAL,2,General Particular,Particular,TOTAL,1,0,0,0,0,0,0,0,0,0,0,1,0,0,
13PJN0381N1,ZEMPOALA,13PJN0381N,COLEGIO NELLI,1,I2023,EDUCACION BASICA,PREESCOLAR,PREESCOLAR GENERAL,2,General Particular,Particular,TOTAL,2,0,0,0,0,0,0,0,0,2,0,0,0,0,
13PJN0383L1,PACHUCA DE SOTO,13PJN0383L,MOISES SAENZ GARZA,1,I2023,EDUCACION BASICA,PREESCOLAR,PREESCOLAR GENERAL,2,General Particular,Particular,TOTAL,3,0,0,0,0,0,0,0,0,1,0,1,0,1,
13PJN0384K1,TIZAYUCA,13PJN0384K,NICTE-HA,1,I2023,EDUCACION BASICA,PREESCOLAR,PREESCOLAR GENERAL,2,General Particular,Particular,TOTAL,3,0,0,0,1,0,0,0,0,1,0,1,0,0,
13PJN0401K1,TEPEJI DEL RIO DE OCAMPO,13PJN0401K,COLEGIO RENACIMIENTO,1,I2023,EDUCACION BASICA,PREESCOLAR,PREESCOLAR GENERAL,2,General Particular,Particular,TOTAL,2,0,1,0,1,0,0,0,0,0,0,0,0,0,
13PJN0406F1,PACHUCA DE SOTO,13PJN0406F,CENTRO EDUCATIVO MADRID HELEN KELLER,1,I2023,EDUCACION BASICA,PREESCOLAR,PREESCOLAR GENERAL,2,General Particular,Particular,TOTAL,3,0,0,0,0,0,0,0,0,3,0,0,0,0,
13PJN0407E1,ATITALAQUIA,13PJN0407E,SCHOOL HOUSE SAFARI,1,I2023,EDUCACION BASICA,PREESCOLAR,PREESCOLAR GENERAL,2,General Particular,Particular,TOTAL,3,0,0,0,0,0,0,1,0,1,1,0,0,0,
13PJN0409C1,ATOTONILCO DE TULA,13PJN0409C,ESVERT,1,I2023,EDUCACION BASICA,PREESCOLAR,PREESCOLAR GENERAL,2,General Particular,Particular,TOTAL,1,0,1,0,0,0,0,0,0,0,0,0,0,0,
13PJN0411R1,TULANCINGO DE BRAVO,13PJN0411R,"COLEGIO CIMA DE HIDALGO, A.C.",1,I2023,EDUCACION BASICA,PREESCOLAR,PREESCOLAR GENERAL,2,General Particular,Particular,TOTAL,3,0,0,0,0,0,0,0,0,2,0,0,1,0,
13PJN0412Q1,SANTIAGO TULANTEPEC DE LUGO GUERRERO,13PJN0412Q,FRIDA KAHLO,1,I2023,EDUCACION BASICA,PREESCOLAR,PREESCOLAR GENERAL,2,General Particular,Particular,TOTAL,1,0,1,0,0,0,0,0,0,0,0,0,0,0,
13PJN0415N1,PACHUCA DE SOTO,13PJN0415N,INSTITUTO CEDRUS,1,I2023,EDUCACION BASICA,PREESCOLAR,PREESCOLAR GENERAL,2,General Particular,Particular,TOTAL,4,0,0,0,0,0,0,0,0,4,0,0,0,0,
13PJN0417L1,PACHUCA DE SOTO,13PJN0417L,KINDERGYM,1,I2023,EDUCACION BASICA,PREESCOLAR,PREESCOLAR GENERAL,2,General Particular (INICIAL),Particular,TOTAL,3,0,0,0,0,0,0,0,0,2,0,0,0,1,
13PJN0418K1,ACTOPAN,13PJN0418K,COLEGIO ANGLO AMERICANO DE HIDALGO-CAMPUS ACTOPAN,1,I2023,EDUCACION BASICA,PREESCOLAR,PREESCOLAR GENERAL,2,General Particular,Particular,TOTAL,1,0,0,0,0,0,0,0,0,0,0,1,0,0,
13PJN0421Y1,TIZAYUCA,13PJN0421Y,CENTRO EDUCATIVO INDEPENDIENTE TIZAYOCAN,1,I2023,EDUCACION BASICA,PREESCOLAR,PREESCOLAR GENERAL,2,General Particular,Particular,TOTAL,8,0,4,0,0,0,0,0,0,2,0,1,1,0,
13PJN0422X1,SANTIAGO TULANTEPEC DE LUGO GUERRERO,13PJN0422X,JULES PETIET,1,I2023,EDUCACION BASICA,PREESCOLAR,PREESCOLAR GENERAL,2,General Particular,Particular,TOTAL,2,0,0,0,0,0,0,0,0,0,0,2,0,0,
13PJN0424V1,MINERAL DE LA REFORMA,13PJN0424V,CASA DEI BAMBINI MONTESSORI,1,I2023,EDUCACION BASICA,PREESCOLAR,PREESCOLAR GENERAL,2,General Particular,Particular,TOTAL,6,0,0,0,0,0,0,0,0,5,0,0,0,1,
13PJN0432D1,TEPEJI DEL RIO DE OCAMPO,13PJN0432D,COLEGIO LEONARDO DA VINCI,1,I2023,EDUCACION BASICA,PREESCOLAR,PREESCOLAR GENERAL,2,General Particular,Particular,TOTAL,4,0,3,0,0,0,0,0,0,1,0,0,0,0,
13PJN0436Z1,TEZONTEPEC DE ALDAMA,13PJN0436Z,GLENN DOMAN,1,I2023,EDUCACION BASICA,PREESCOLAR,PREESCOLAR GENERAL,2,General Particular,Particular,TOTAL,3,0,0,0,0,0,0,0,0,3,0,0,0,0,
13PJN0442K1,TULANCINGO DE BRAVO,13PJN0442K,COLEGIO TULANCINGO,1,I2023,EDUCACION BASICA,PREESCOLAR,PREESCOLAR GENERAL,2,General Particular,Particular,TOTAL,2,0,0,0,0,0,0,0,0,2,0,0,0,0,
13PJN0443J1,TIZAYUCA,13PJN0443J,TIZATL,1,I2023,EDUCACION BASICA,PREESCOLAR,PREESCOLAR GENERAL,2,General Particular,Particular,TOTAL,4,0,2,0,0,0,0,0,0,0,0,2,0,0,
13PJN0446G1,TIZAYUCA,13PJN0446G,CENTRO INFANTIL KEPLER,1,I2023,EDUCACION BASICA,PREESCOLAR,PREESCOLAR GENERAL,2,General Particular,Particular,TOTAL,1,0,0,0,0,0,0,0,0,0,0,0,0,1,
13PJN0447F1,PACHUCA DE SOTO,13PJN0447F,CENTRO EDUCATIVO MUNDO LULA,1,I2023,EDUCACION BASICA,PREESCOLAR,PREESCOLAR GENERAL,2,General Particular,Particular,TOTAL,1,0,1,0,0,0,0,0,0,0,0,0,0,0,
13PJN0452R1,PACHUCA DE SOTO,13PJN0452R,PERSONAL ACADEMICO DE LA U.A.E.H. A.C.,1,I2023,EDUCACION BASICA,PREESCOLAR,PREESCOLAR GENERAL,2,General Particular (INICIAL),Particular,TOTAL,3,1,0,0,0,0,0,0,0,1,0,0,0,1,
13PJN0458L1,ATOTONILCO DE TULA,13PJN0458L,CENTRO ESCOLAR MAHATMA GANDHI,1,I2023,EDUCACION BASICA,PREESCOLAR,PREESCOLAR GENERAL,2,General Particular,Particular,TOTAL,2,0,1,0,0,0,0,0,0,0,0,0,0,1,
13PJN0462Y1,APAN,13PJN0462Y,INSTITUTO LAS AMERICAS DE HIDALGO CAMPUS APAN,1,I2023,EDUCACION BASICA,PREESCOLAR,PREESCOLAR GENERAL,2,General Particular,Particular,TOTAL,1,0,0,0,0,0,0,0,0,0,0,0,0,1,
13PJN0464W1,TULA DE ALLENDE,13PJN0464W,HELEN KELLER,1,I2023,EDUCACION BASICA,PREESCOLAR,PREESCOLAR GENERAL,2,General Particular,Particular,TOTAL,1,0,0,0,0,0,1,0,0,0,0,0,0,0,
13PJN0465V1,ATOTONILCO DE TULA,13PJN0465V,DAVID O. MCKAY,1,I2023,EDUCACION BASICA,PREESCOLAR,PREESCOLAR GENERAL,2,General Particular,Particular,TOTAL,1,0,0,0,0,0,0,0,0,1,0,0,0,0,
13PJN0466U1,MIXQUIAHUALA DE JUAREZ,13PJN0466U,COMUNIDAD INFANTIL LA PAZ,1,I2023,EDUCACION BASICA,PREESCOLAR,PREESCOLAR GENERAL,2,General Particular,Particular,TOTAL,5,0,0,0,0,0,1,0,0,3,0,1,0,0,
13PJN0467T1,TULA DE ALLENDE,13PJN0467T,INSTITUTO ANGELES,1,I2023,EDUCACION BASICA,PREESCOLAR,PREESCOLAR GENERAL,2,General Particular,Particular,TOTAL,3,1,0,0,0,0,0,0,0,2,0,0,0,0,
13PJN0468S1,PACHUCA DE SOTO,13PJN0468S,INSTITUTO LAZANOV,1,I2023,EDUCACION BASICA,PREESCOLAR,PREESCOLAR GENERAL,2,General Particular (INICIAL),Particular,TOTAL,1,0,0,0,0,0,0,0,0,0,0,0,0,1,
13PJN0470G1,HUEJUTLA DE REYES,13PJN0470G,COLEGIO INFANTIL TORRE FUERTE,1,I2023,EDUCACION BASICA,PREESCOLAR,PREESCOLAR GENERAL,2,General Particular,Particular,TOTAL,18,0,3,0,0,0,0,1,0,4,1,0,1,8,
13PJN0471F1,TULANCINGO DE BRAVO,13PJN0471F,COLEGIO INFANTIL MONTESSORI,1,I2023,EDUCACION BASICA,PREESCOLAR,PREESCOLAR GENERAL,2,General Particular,Particular,TOTAL,7,0,0,0,0,0,0,2,0,4,0,0,0,1,
13PJN0475B1,ZEMPOALA,13PJN0475B,INSTITUTO REAL VIZCAINO,1,I2023,EDUCACION BASICA,PREESCOLAR,PREESCOLAR GENERAL,2,General Particular,Particular,TOTAL,3,0,1,0,0,0,0,0,0,1,0,1,0,0,
13PJN0476A1,TIZAYUCA,13PJN0476A,COLEGIO JUAREZ,1,I2023,EDUCACION BASICA,PREESCOLAR,PREESCOLAR GENERAL,2,General Particular,Particular,TOTAL,1,0,0,0,0,0,0,0,0,0,0,0,0,1,
13PJN0483K1,TEPEJI DEL RIO DE OCAMPO,13PJN0483K,HELEN KELLER,1,I2023,EDUCACION BASICA,PREESCOLAR,PREESCOLAR GENERAL,2,General Particular,Particular,TOTAL,3,0,0,0,0,0,0,1,0,2,0,0,0,0,
13PJN0485I1,TULA DE ALLENDE,13PJN0485I,CRAYOLITAS,1,I2023,EDUCACION BASICA,PREESCOLAR,PREESCOLAR GENERAL,2,General Particular,Particular,TOTAL,2,0,0,0,0,0,0,0,0,2,0,0,0,0,
13PJN0489E1,SAN AGUSTIN TLAXIACA,13PJN0489E,MAPLE BEAR,1,I2023,EDUCACION BASICA,PREESCOLAR,PREESCOLAR GENERAL,2,General Particular,Particular,TOTAL,1,0,0,0,0,0,0,0,0,0,0,0,0,1,
13PJN0490U1,PACHUCA DE SOTO,13PJN0490U,INSTITUTO LAS AMERICAS DE HIDALGO CAMPUS PACHUCA,1,I2023,EDUCACION BASICA,PREESCOLAR,PREESCOLAR GENERAL,2,General Particular,Particular,TOTAL,1,0,0,0,0,0,0,0,0,0,0,1,0,0,
13PJN0491T1,ACTOPAN,13PJN0491T,CENTRO EDUCATIVO LOMAS,1,I2023,EDUCACION BASICA,PREESCOLAR,PREESCOLAR GENERAL,2,General Particular,Particular,TOTAL,1,0,0,0,0,0,0,0,0,1,0,0,0,0,
13PJN0494Q1,ACTOPAN,13PJN0494Q,SEMILLAS MAGICAS,1,I2023,EDUCACION BASICA,PREESCOLAR,PREESCOLAR GENERAL,2,General Particular,Particular,TOTAL,2,0,0,0,0,0,0,0,0,2,0,0,0,0,
13PJN3007C1,TULANCINGO DE BRAVO,13PJN3007C,GUARDERIA INFANTIL HIDALGUENSE,1,I2023,EDUCACION BASICA,PREESCOLAR,PREESCOLAR GENERAL,2,General Particular (INICIAL),Particular,TOTAL,1,0,0,0,0,0,0,0,0,1,0,0,0,0,
13PJN3009A1,TLAXCOAPAN,13PJN3009A,VILLAS EDUCATIVAS,1,I2023,EDUCACION BASICA,PREESCOLAR,PREESCOLAR GENERAL,2,General Particular (INICIAL),Particular,TOTAL,3,0,0,0,0,0,0,0,0,1,0,1,0,1,
13PJN3012O1,PACHUCA DE SOTO,13PJN3012O,COLEGIO PSICRED,1,I2023,EDUCACION BASICA,PREESCOLAR,PREESCOLAR GENERAL,2,General Particular (INICIAL),Particular,TOTAL,1,0,0,0,0,0,0,0,0,1,0,0,0,0,
13PJN3015L1,PACHUCA DE SOTO,13PJN3015L,NANA-CHIPILLI,1,I2023,EDUCACION BASICA,PREESCOLAR,PREESCOLAR GENERAL,2,General Particular (INICIAL),Particular,TOTAL,4,0,0,0,0,0,0,0,0,0,0,0,0,4,
13PJN3503B1,PACHUCA DE SOTO,13PJN3503B,ARCOIRIS,1,I2023,EDUCACION BASICA,PREESCOLAR,PREESCOLAR GENERAL,2,General Particular (INICIAL),Particular,TOTAL,4,0,0,0,0,0,0,0,0,2,0,1,0,1,
13PJN3508X1,PACHUCA DE SOTO,13PJN3508X,BENITO TORRES OROPEZA,1,I2023,EDUCACION BASICA,PREESCOLAR,PREESCOLAR GENERAL,2,General Particular (INICIAL),Particular,TOTAL,1,0,0,0,0,0,0,0,0,1,0,0,0,0,
13PJN3510L1,PACHUCA DE SOTO,13PJN3510L,COLEGIO MONTESSORI ARBOLEDAS,1,I2023,EDUCACION BASICA,PREESCOLAR,PREESCOLAR GENERAL,2,General Particular (INICIAL),Particular,TOTAL,1,0,0,0,0,0,0,0,0,1,0,0,0,0,
13PJN3516F1,TIZAYUCA,13PJN3516F,OXFORD,1,I2023,EDUCACION BASICA,PREESCOLAR,PREESCOLAR GENERAL,2,General Particular (INICIAL),Particular,TOTAL,8,1,0,0,1,0,1,2,0,2,0,1,0,0,
13PJN3523P1,PACHUCA DE SOTO,13PJN3523P,OSCAR GONZALEZ BLACKALLER,1,I2023,EDUCACION BASICA,PREESCOLAR,PREESCOLAR GENERAL,2,General Particular (INICIAL),Particular,TOTAL,2,0,0,0,0,0,0,0,0,1,0,0,0,1,
13DCC0014Y1,JALTOCAN,13DCC0014Y,JOSE VASCONCELOS,1,I2023,EDUCACION BASICA,PREESCOLAR,PREESCOLAR INDIGENA,2,Indígena,Federal Transferido,TOTAL,1,0,0,0,0,0,0,0,0,0,1,0,0,0,
13DCC0033M1,SAN BARTOLO TUTOTEPEC,13DCC0033M,GABRIELA MISTRAL,1,I2023,EDUCACION BASICA,PREESCOLAR,PREESCOLAR INDIGENA,2,Indígena,Federal Transferido,TOTAL,1,0,0,0,0,0,0,0,0,0,0,0,0,1,
13DCC0035K1,HUAUTLA,13DCC0035K,VASCO DE QUIROGA,1,I2023,EDUCACION BASICA,PREESCOLAR,PREESCOLAR INDIGENA,2,Indígena,Federal Transferido,TOTAL,1,0,0,0,0,0,0,0,0,0,0,1,0,0,
13DCC0051B1,TENANGO DE DORIA,13DCC0051B,GUADALUPE VICTORIA,1,I2023,EDUCACION BASICA,PREESCOLAR,PREESCOLAR INDIGENA,2,Indígena,Federal Transferido,TOTAL,1,0,0,0,0,0,1,0,0,0,0,0,0,0,
13DCC0060J1,HUEJUTLA DE REYES,13DCC0060J,CALMECAC,1,I2023,EDUCACION BASICA,PREESCOLAR,PREESCOLAR INDIGENA,2,Indígena,Federal Transferido,TOTAL,2,0,1,0,0,0,0,0,0,0,0,0,0,1,
13DCC0067C1,ATLAPEXCO,13DCC0067C,FRANCISCO ZARCO,1,I2023,EDUCACION BASICA,PREESCOLAR,PREESCOLAR INDIGENA,2,Indígena,Federal Transferido,TOTAL,2,0,0,0,0,0,0,0,0,0,1,0,0,1,
13DCC0076K1,SAN BARTOLO TUTOTEPEC,13DCC0076K,LA PRIMAVERA,1,I2023,EDUCACION BASICA,PREESCOLAR,PREESCOLAR INDIGENA,2,Indígena,Federal Transferido,TOTAL,1,0,1,0,0,0,0,0,0,0,0,0,0,0,
13DCC0080X1,YAHUALICA,13DCC0080X,BENITO JUAREZ,1,I2023,EDUCACION BASICA,PREESCOLAR,PREESCOLAR INDIGENA,2,Indígena,Federal Transferido,TOTAL,1,0,0,0,0,0,1,0,0,0,0,0,0,0,
13DCC0087Q1,HUEHUETLA,13DCC0087Q,JUAN ESCUTIA,1,I2023,EDUCACION BASICA,PREESCOLAR,PREESCOLAR INDIGENA,2,Indígena,Federal Transferido,TOTAL,1,0,0,0,0,0,1,0,0,0,0,0,0,0,
13DCC0094Z1,HUEJUTLA DE REYES,13DCC0094Z,MOISES SAENZ,1,I2023,EDUCACION BASICA,PREESCOLAR,PREESCOLAR INDIGENA,2,Indígena,Federal Transferido,TOTAL,1,0,0,0,0,0,0,0,0,0,0,0,0,1,
13DCC0112Z1,SAN FELIPE ORIZATLAN,13DCC0112Z,BENITO JUAREZ,1,I2023,EDUCACION BASICA,PREESCOLAR,PREESCOLAR INDIGENA,2,Indígena,Federal Transferido,TOTAL,1,0,0,0,0,0,0,1,0,0,0,0,0,0,
13DCC0115W1,IXMIQUILPAN,13DCC0115W,LAZARO CARDENAS,1,I2023,EDUCACION BASICA,PREESCOLAR,PREESCOLAR INDIGENA,2,Indígena,Federal Transferido,TOTAL,2,0,0,0,0,0,0,0,0,0,0,0,0,2,
13DCC0117U1,HUEHUETLA,13DCC0117U,EMILIANO ZAPATA,1,I2023,EDUCACION BASICA,PREESCOLAR,PREESCOLAR INDIGENA,2,Indígena,Federal Transferido,TOTAL,2,0,0,0,0,0,0,1,0,1,0,0,0,0,
13DCC0124D1,PACULA,13DCC0124D,LEONA VICARIO,1,I2023,EDUCACION BASICA,PREESCOLAR,PREESCOLAR INDIGENA,2,Indígena,Federal Transferido,TOTAL,1,0,0,0,0,0,0,0,0,0,0,0,0,1,
13DCC0125C1,XOCHIATIPAN,13DCC0125C,GRAL. EMILIANO ZAPATA,1,I2023,EDUCACION BASICA,PREESCOLAR,PREESCOLAR INDIGENA,2,Indígena,Federal Transferido,TOTAL,1,0,0,0,0,0,0,0,0,0,0,0,0,1,
13DCC0136I1,IXMIQUILPAN,13DCC0136I,JUAN ESCUTIA,1,I2023,EDUCACION BASICA,PREESCOLAR,PREESCOLAR INDIGENA,2,Indígena,Federal Transferido,TOTAL,1,0,0,0,0,0,1,0,0,0,0,0,0,0,
13DCC0143S1,CARDONAL,13DCC0143S,GABRIELA MISTRAL,1,I2023,EDUCACION BASICA,PREESCOLAR,PREESCOLAR INDIGENA,2,Indígena,Federal Transferido,TOTAL,1,0,0,0,0,0,0,1,0,0,0,0,0,0,
13DCC0144R1,HUEJUTLA DE REYES,13DCC0144R,EMILIANO ZAPATA,1,I2023,EDUCACION BASICA,PREESCOLAR,PREESCOLAR INDIGENA,2,Indígena,Federal Transferido,TOTAL,1,0,0,1,0,0,0,0,0,0,0,0,0,0,
13DCC0150B1,IXMIQUILPAN,13DCC0150B,SOR JUANA INES DE LA CRUZ,1,I2023,EDUCACION BASICA,PREESCOLAR,PREESCOLAR INDIGENA,2,Indígena,Federal Transferido,TOTAL,1,0,0,0,0,0,0,0,0,0,0,0,0,1,
13DCC0212Y1,HUEJUTLA DE REYES,13DCC0212Y,NIĆ‘OS HEROES,1,I2023,EDUCACION BASICA,PREESCOLAR,PREESCOLAR INDIGENA,2,Indígena,Federal Transferido,TOTAL,2,0,0,1,0,0,1,0,0,0,0,0,0,0,
